Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Time_of_Day_Afternoon,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Day_of_Week_Weekday,Day_of_Week_Weekend,Traffic_Conditions_High,Traffic_Conditions_Low,Traffic_Conditions_Medium,Weather_Clear,Weather_Rain,Weather_Snow,Trip_Price
3.0,1.0,3.79,0.73,0.28,9.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.7296
42.92,3.0,4.66,1.05,0.34,62.85,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.095
35.48,3.0,3.23,1.43,0.38,72.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.3986
116.6676807,2.0,3.81,0.74,0.25,110.82,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,248.2952089
5.79,2.0,3.89,1.95,0.45,10.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.973
25.09,2.0,3.25,1.87,0.33,70.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,73.5818
24.2,1.0,2.43,0.75,0.28,103.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.4676
9.49,1.0,2.28,0.68,0.13,32.82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.9998
22.26,2.0,3.51,0.63,0.29,105.77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,46.7471
25.87,2.0,4.62,1.86,0.43,7.19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.8975
31.18,1.0,2.71,0.79,0.35,89.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.5727
32.12,4.0,2.63,1.12,0.43,112.31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,86.8977
3.22,1.0,4.21,1.17,0.3,80.58,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.1514
19.36,1.0,2.96,1.4,0.15,55.49,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.3875
31.67,1.0,3.52,1.22,0.11,10.16,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.9563
25.65,2.0,2.49,0.84,0.22,110.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48.4142
42.97,4.0,4.88,1.9,0.38,59.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,108.9734
33.28,1.0,4.55,1.86,0.42,8.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.9494
8.98,2.0,4.59,1.67,0.22,84.33,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.1392
4.46,3.0,3.22,0.53,0.3,60.41,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,23.7068
32.48,3.0,4.29,0.99,0.27,19.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.6562
2.3,2.0,2.43,1.44,0.26,29.64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.4484
25.87,3.0,2.03,0.91,0.19,12.42,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.4168
47.07,4.0,2.06,1.86,0.15,71.04,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.2662
29.2,3.0,3.76,1.45,0.18,76.53,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,59.8754
20.02,3.0,3.37,0.61,0.12,63.16,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.1614
32.52,4.0,3.55,1.86,0.18,98.97,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,81.8518
23.45,1.0,2.02,1.94,0.1,104.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,57.915
27.74,1.0,3.51,0.62,0.35,75.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.9988
47.13,4.0,4.15,1.3,0.23,6.47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,66.9071
19.92,4.0,3.33,0.96,0.49,84.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,64.0787
25.87,4.0,4.2,1.09,0.18,61.57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.1816
45.36,3.0,2.7,0.77,0.24,70.04,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,54.4368
10.59,4.0,4.44,1.22,0.24,79.64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0619
4.4,2.0,3.77,1.94,0.1,45.28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16.834
5.94,3.0,2.63,1.25,0.44,110.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,58.6618
1.89,1.0,2.71,0.62,0.11,20.41,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.1269
5.63,1.0,3.88,1.43,0.29,82.22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.3965
34.47,1.0,4.49,1.01,0.46,5.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.8347
4.49,3.0,3.25,1.78,0.31,111.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.7545
16.63,2.0,2.77,1.15,0.32,17.94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.6353
42.4,4.0,4.6,0.79,0.36,15.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.8236
2.14,4.0,4.01,0.79,0.25,43.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,16.5256
40.91,1.0,3.34,1.65,0.36,47.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,88.1071
14.81,1.0,3.46,0.9,0.12,29.64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,20.3458
6.79,3.0,2.61,1.65,0.12,72.29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,22.4883
35.14,2.0,3.88,0.81,0.28,55.94,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0066
31.82,4.0,3.08,0.98,0.32,8.93,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,37.1212
44.0,3.0,4.99,1.2,0.46,41.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,76.9996
37.02,4.0,3.44,1.91,0.14,61.57,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.8962
40.37,1.0,3.46,1.9,0.43,84.32,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,116.4206
14.82,4.0,3.7,0.81,0.18,88.36,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.609
9.69,2.0,4.75,1.04,0.26,85.28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0004
37.78,2.0,4.4,0.72,0.23,40.76,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,40.9764
40.53,1.0,3.35,1.26,0.26,16.46,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.6974
49.53,2.0,4.16,1.19,0.16,36.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.9135
21.22,2.0,3.76,1.85,0.3,100.66,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,73.215
19.23,3.0,3.48,1.9,0.42,117.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,89.472
39.04,4.0,3.51,1.08,0.28,61.79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0444
17.7,1.0,3.39,1.24,0.3,6.12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,27.174
46.61,1.0,2.74,1.84,0.44,21.11,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,97.7908
43.06,1.0,4.74,1.71,0.38,42.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,94.3478
37.79,1.0,4.86,0.98,0.2,13.64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,44.6222
37.97,2.0,3.6,1.13,0.45,113.49,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,97.5766
6.05,3.0,3.89,0.84,0.33,46.98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.4754
25.87,1.0,3.63,0.8,0.19,109.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.7045
25.76,3.0,2.39,0.56,0.21,94.76,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.7152
41.5,3.0,3.13,1.47,0.42,91.88,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,102.7246
25.87,2.0,2.3,0.89,0.12,74.77,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.1176
44.88,1.0,3.87,0.58,0.5,77.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.4404
20.07,2.0,3.34,0.85,0.15,78.37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.155
45.36,2.0,2.66,1.78,0.26,68.68,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,101.2576
5.47,3.0,2.49,1.22,0.29,118.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,44.6954
104.3717909,1.0,3.22,1.12,0.45,89.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,206.508652
47.55,4.0,4.78,1.97,0.27,94.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,123.928
47.58,3.0,4.13,0.8,0.31,105.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,74.8463
29.1,4.0,3.26,0.82,0.12,29.8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.698
31.96,3.0,3.55,0.94,0.29,14.64,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0564
22.97,2.0,2.25,0.76,0.2,60.53,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,31.8132
15.37,1.0,4.95,1.07,0.37,64.12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.1203
25.87,3.0,4.0,1.87,0.15,100.36,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.031
33.95,2.0,2.86,1.42,0.15,61.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,59.475
37.87,1.0,3.76,1.22,0.26,70.65,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64.5434
39.79,1.0,2.33,1.9,0.36,61.57,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,101.5506
39.69,3.0,4.9,0.57,0.38,61.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0915
5.47,1.0,2.52,0.82,0.17,75.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,19.8829
25.23,3.0,3.94,1.35,0.13,100.22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0291
25.87,1.0,3.51,1.42,0.48,23.11,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.2572
27.93,4.0,4.15,0.56,0.2,73.35,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,34.4608
44.5,4.0,4.02,1.47,0.45,23.88,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,80.181
25.87,2.0,3.84,1.55,0.41,19.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39.9065
6.74,4.0,4.68,1.46,0.17,117.71,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,34.5311
8.01,3.0,3.51,0.98,0.43,50.28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.7102
38.31,1.0,2.99,0.64,0.41,31.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,40.2799
31.29,1.0,2.74,1.14,0.34,24.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,46.8086
5.96,2.0,4.96,0.69,0.23,81.77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.8795
5.12,4.0,3.17,1.92,0.21,75.09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,28.7693
35.35,1.0,4.2,1.21,0.15,79.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.825
4.57,2.0,4.05,0.98,0.3,15.12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0646
41.27,1.0,2.64,1.65,0.33,107.76,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,106.2963
25.87,2.0,2.72,1.25,0.24,49.77,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.1773
25.87,4.0,2.84,0.97,0.29,41.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.5819
5.16,2.0,3.23,1.72,0.25,58.17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.6477
49.35,2.0,2.7,1.8,0.36,49.86,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,109.4796
19.34,2.0,2.06,1.51,0.46,104.31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,79.246
19.16,2.0,4.64,0.57,0.29,111.87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,34.5791
40.83,1.0,4.9,1.35,0.29,39.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,69.9955
47.42,2.0,3.02,1.64,0.16,104.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,97.4848
25.87,1.0,3.02,0.7,0.35,94.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,70.745
37.92,2.0,2.02,0.84,0.39,112.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,77.5684
19.44,2.0,4.04,1.82,0.47,33.26,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.053
39.08,2.0,2.44,1.63,0.29,36.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.694
28.36,3.0,2.48,1.21,0.13,99.77,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,49.7657
21.79,2.0,4.37,1.17,0.34,5.61,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.7717
45.41,2.0,3.85,0.51,0.12,69.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35.4031
6.45,2.0,2.13,1.73,0.46,44.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.5331
25.14,3.0,3.87,1.04,0.31,42.11,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0697
1.56,4.0,2.93,1.31,0.37,79.16,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.2628
23.96,3.0,3.11,1.52,0.43,102.92,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.7848
3.76,4.0,4.31,1.55,0.16,75.06,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,22.1476
6.82,2.0,4.43,1.93,0.12,103.11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.9658
6.76,2.0,3.2,1.3,0.45,35.43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,27.9315
32.81,2.0,4.84,1.22,0.23,64.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,55.8212
37.56,4.0,3.22,1.93,0.15,56.81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,84.2323
29.59,3.0,4.32,1.46,0.29,6.34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,49.36
48.15,2.0,3.45,0.95,0.34,69.03,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,72.6627
19.37,3.0,4.69,0.69,0.11,81.08,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.9741
15.0,3.0,4.72,1.76,0.21,73.07,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.4647
43.56,3.0,2.26,1.04,0.11,89.67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,57.4261
11.96,2.0,4.81,1.49,0.27,70.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.7194
48.2,3.0,4.48,1.21,0.46,12.68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,68.6348
25.87,3.0,4.37,0.8,0.49,18.39,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.6611
48.52,2.0,2.6,1.4,0.35,73.59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,96.2845
3.11,3.0,4.42,0.59,0.16,36.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.1141
44.67,2.0,4.55,1.12,0.46,14.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,61.094
26.86,4.0,2.87,1.32,0.31,54.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.1892
49.66,4.0,4.86,1.15,0.16,68.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,72.969
25.87,2.0,2.15,1.62,0.47,42.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.7551
28.14,3.0,2.45,1.22,0.4,87.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,86.5536
48.5,1.0,3.61,1.66,0.39,79.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,114.9417
26.63,1.0,3.73,0.56,0.38,43.27,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0854
31.84,3.0,3.94,0.79,0.18,91.81,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,45.6194
107.786832,1.0,2.05,1.3,0.18,79.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,322.7259961
23.27,2.0,4.88,1.9,0.38,78.31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,78.8508
31.75,1.0,2.13,1.75,0.19,68.64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.7341
29.63,3.0,2.43,1.76,0.28,6.31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.3456
45.16,3.0,2.04,1.22,0.41,85.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,79.833
3.23,2.0,3.7,1.14,0.41,48.24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.1606
14.77,4.0,4.8,1.21,0.28,113.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,54.4237
47.57,2.0,4.0,0.74,0.42,99.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.8112
44.62,2.0,4.47,0.55,0.44,72.58,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60.9462
23.33,1.0,2.04,1.92,0.29,34.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,59.0736
31.39,1.0,3.63,0.86,0.19,28.43,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0271
14.59,2.0,3.51,0.86,0.21,44.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,25.1968
10.22,2.0,3.5,0.63,0.23,59.81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.6949
23.72,3.0,2.22,1.89,0.15,39.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,52.9083
18.31,1.0,4.05,1.37,0.21,64.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,42.6209
29.6,2.0,3.51,1.5,0.18,24.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.2336
4.81,1.0,4.3,1.87,0.28,117.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,46.1779
