Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Time_of_Day_Afternoon,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Day_of_Week_Weekday,Day_of_Week_Weekend,Traffic_Conditions_High,Traffic_Conditions_Low,Traffic_Conditions_Medium,Weather_Clear,Weather_Rain,Weather_Snow,Trip_Price
25.87,3.0,2.11,0.82,0.4,85.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.9582
23.17,2.0,4.15,1.79,0.35,93.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,78.1988
7.9,3.0,3.61,1.91,0.42,55.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,42.1098
9.64,4.0,3.53,1.28,0.29,87.39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,39.4645
25.42,4.0,2.73,1.03,0.41,49.45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.1871
126.5476283,1.0,4.23,0.85,0.28,29.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,224.9146629
45.83,3.0,2.5,0.57,0.48,61.57,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,65.9479
18.76,2.0,2.57,0.9,0.29,117.24,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,53.4536
25.87,3.0,2.86,1.3,0.41,58.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,68.2181
1.64,2.0,2.74,1.92,0.43,82.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,41.3681
33.51,4.0,3.94,1.09,0.32,67.27,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,61.9923
9.72,2.0,3.95,1.54,0.17,101.99,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,36.2571
48.09,1.0,4.47,1.23,0.29,92.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.4747
8.28,4.0,3.25,1.27,0.49,11.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.4986
25.87,4.0,2.22,0.9,0.4,119.82,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,69.336
25.87,4.0,2.82,1.18,0.42,91.53,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47.375
49.85,3.0,4.94,1.21,0.11,104.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,76.737
25.61,3.0,3.79,1.56,0.29,79.89,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.9097
30.17,4.0,4.13,1.91,0.36,103.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,99.0039
4.29,3.0,2.02,0.99,0.43,17.92,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.9727
37.75,2.0,3.55,0.56,0.12,44.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0888
11.29,3.0,2.11,1.22,0.44,105.79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.6572
45.0,3.0,3.71,1.32,0.32,28.19,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,72.1308
11.05,4.0,4.76,0.75,0.18,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.5675
10.34,1.0,4.91,1.64,0.29,95.63,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.8625
2.79,1.0,3.62,1.98,0.21,101.08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.371
24.13,1.0,3.37,1.92,0.31,23.71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0497
28.68,2.0,4.84,1.22,0.12,103.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40.174
4.22,3.0,4.02,1.81,0.16,83.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.095
39.0,1.0,2.19,1.56,0.43,64.81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,90.8983
23.21,4.0,3.4,1.18,0.15,100.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.8598
26.7,1.0,2.72,1.31,0.19,53.21,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47.8069
22.6,1.0,3.41,1.77,0.28,27.31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,51.0588
20.64,3.0,3.37,1.22,0.31,37.76,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.2564
28.42,3.0,3.75,1.06,0.41,63.09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,59.7421
8.61,3.0,3.07,1.24,0.28,66.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32.2544
9.91,2.0,2.49,1.22,0.42,97.64,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,57.0755
43.23,2.0,3.51,0.78,0.35,96.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.8329
47.36,1.0,3.51,1.85,0.15,71.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,102.885
19.29,3.0,3.99,1.51,0.16,94.79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,48.2843
25.87,4.0,4.81,0.65,0.26,10.76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.7716
21.03,4.0,4.74,1.41,0.4,105.47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,76.5803
2.24,3.0,2.63,0.68,0.33,13.69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.6709
8.65,3.0,2.12,0.62,0.26,33.37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.1592
36.08,4.0,3.51,1.29,0.17,84.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.2064
33.29,3.0,4.48,1.1,0.19,52.09,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.9961
2.33,2.0,3.51,1.38,0.33,105.78,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0228
11.88,2.0,4.67,0.63,0.27,39.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.7573
12.32,3.0,3.8,1.15,0.31,6.37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.9427
33.92,4.0,3.59,0.76,0.17,39.58,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0978
1.97,1.0,2.08,1.98,0.37,71.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.4282
6.1,3.0,2.74,1.34,0.29,48.23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.1352
40.2,3.0,3.38,1.53,0.2,66.51,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,78.188
9.75,1.0,3.89,0.99,0.3,105.81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,45.2855
32.98,3.0,3.67,0.64,0.49,109.94,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,78.6478
12.67,1.0,3.51,1.96,0.23,35.59,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.2489
5.87,4.0,2.84,0.93,0.34,58.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,28.0701
36.39,4.0,2.26,1.47,0.34,114.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,94.5643
42.93,2.0,3.24,0.54,0.14,119.84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.1998
20.46,2.0,4.08,1.3,0.39,88.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.232
33.74,4.0,4.97,0.92,0.42,48.47,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,56.3682
11.04,2.0,2.83,0.59,0.38,5.93,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,11.597
15.36,1.0,3.49,0.74,0.34,6.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.9168
44.92,2.0,2.99,1.84,0.28,57.97,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,101.8744
1.64,3.0,3.32,1.53,0.44,61.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32.7396
5.19,4.0,4.57,0.87,0.48,7.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.7333
11.19,3.0,4.05,0.6,0.3,84.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35.964
2.3,1.0,3.51,1.54,0.47,38.81,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.4327
9.89,2.0,2.61,1.36,0.33,69.39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.9591
29.57,3.0,4.62,1.11,0.32,39.61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.1179
21.65,3.0,2.18,1.05,0.29,24.22,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.6941
44.74,2.0,4.67,0.83,0.18,51.82,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,51.1318
41.05,2.0,2.99,1.5,0.1,31.71,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,67.736
17.75,4.0,3.51,1.96,0.2,66.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.03
13.71,3.0,3.54,0.76,0.3,27.87,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,22.3206
19.6,3.0,4.82,1.4,0.29,63.47,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,48.1275
14.14,4.0,3.06,1.22,0.49,82.16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,59.8622
31.58,1.0,4.57,0.88,0.24,91.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,54.3684
21.06,3.0,3.19,1.74,0.28,17.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,44.7904
28.05,1.0,2.6,1.23,0.15,58.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.9215
22.37,3.0,3.27,1.32,0.12,13.15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.3764
15.43,3.0,3.16,0.96,0.41,73.79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,48.2267
47.47,1.0,4.75,1.22,0.33,35.41,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,52.9872
38.42,1.0,4.29,0.63,0.4,65.68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,54.7666
7.87,2.0,3.52,1.57,0.16,64.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26.1975
24.88,2.0,3.4,1.54,0.2,68.14,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,55.3432
44.83,3.0,2.17,1.09,0.19,72.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,64.7223
40.19,1.0,2.79,1.12,0.1,51.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,52.9218
21.84,4.0,3.31,1.2,0.15,114.14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.639
2.1,3.0,3.51,1.05,0.22,94.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,25.4386
14.17,4.0,4.84,0.65,0.15,37.82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,19.7235
27.54,1.0,4.3,0.96,0.49,102.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,80.7576
32.04,3.0,3.51,1.5,0.22,54.73,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,62.9006
13.64,4.0,3.77,1.5,0.15,100.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39.275
7.83,4.0,4.16,0.93,0.18,99.63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.3753
41.91,2.0,4.82,1.19,0.34,26.72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.7777
49.24,2.0,4.64,0.79,0.13,85.63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,54.6715
26.76,2.0,3.55,0.82,0.44,38.42,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.398
9.41,3.0,4.32,0.53,0.48,39.21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,28.1281
14.34,1.0,3.69,1.85,0.29,61.57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.035
1.9,1.0,3.66,0.82,0.28,88.44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,29.9812
6.77,2.0,2.38,0.92,0.36,5.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.4444
25.87,2.0,3.59,0.69,0.27,87.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.33
14.43,4.0,2.81,1.46,0.21,24.69,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0627
28.15,2.0,2.06,0.61,0.18,17.02,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.2951
32.92,4.0,4.17,0.7,0.36,32.31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.8456
25.87,1.0,2.1,1.47,0.27,48.69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,76.4865
11.11,3.0,3.79,1.01,0.17,59.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,25.1652
1.54,3.0,3.62,1.56,0.38,10.13,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.8718
7.71,3.0,4.91,1.22,0.33,116.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.726
45.1,3.0,3.51,0.88,0.44,87.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,81.572
43.82,4.0,2.19,1.48,0.15,42.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,73.3691
30.27,4.0,3.66,0.67,0.41,41.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0174
30.43,2.0,4.52,1.3,0.37,56.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,65.0136
33.59,4.0,4.99,1.16,0.15,77.02,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,55.5074
9.59,2.0,3.29,0.9,0.38,21.83,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,20.2164
45.81,2.0,3.51,1.41,0.28,26.73,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0365
21.52,3.0,4.72,1.81,0.48,103.83,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,93.5096
19.77,4.0,2.57,2.0,0.16,34.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.6252
26.43,4.0,3.85,1.41,0.36,48.72,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,58.6555
3.3,2.0,3.22,1.11,0.25,105.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,33.183
9.15,2.0,2.12,0.84,0.48,81.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48.8108
37.16,1.0,3.04,0.89,0.23,44.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,46.3014
5.06,1.0,2.8,1.22,0.48,83.63,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,49.1156
25.87,2.0,4.06,1.05,0.46,7.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,39.4771
13.02,1.0,4.85,1.87,0.29,89.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,48.0134
20.08,1.0,2.8,1.05,0.42,61.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,49.5082
15.15,2.0,4.43,1.06,0.5,98.52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,69.749
18.43,2.0,2.17,1.08,0.2,114.78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0304
36.23,4.0,3.61,1.22,0.27,61.57,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,97.1094
15.56,2.0,2.21,1.48,0.29,109.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.2055
28.75,2.0,4.8,1.42,0.22,63.9,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,59.683
24.33,3.0,4.3,1.0,0.11,46.42,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.7362
25.87,4.0,3.97,1.73,0.19,58.48,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,73.0708
46.9,4.0,4.47,0.56,0.21,84.34,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,48.4454
36.9,4.0,3.94,1.81,0.28,106.66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,100.5938
11.53,3.0,4.91,1.27,0.17,61.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,24.4491
2.53,2.0,4.14,1.1,0.45,110.59,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56.6885
13.85,4.0,4.77,1.25,0.38,98.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59.6075
3.52,2.0,2.35,1.22,0.36,106.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,42.4232
25.32,4.0,3.58,1.81,0.36,37.19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,62.7976
30.25,2.0,2.38,1.17,0.48,17.18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0189
17.38,2.0,3.78,1.01,0.1,17.91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.1248
38.77,1.0,3.45,0.71,0.2,38.49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.6747
6.22,4.0,3.87,1.16,0.47,75.63,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,46.6313
4.68,4.0,2.03,1.24,0.47,97.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,53.6582
36.68,4.0,2.58,1.11,0.39,108.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,85.5747
25.28,3.0,3.47,1.52,0.29,76.73,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,73.3549
34.73,4.0,4.85,1.13,0.14,5.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,44.8859
22.31,2.0,3.15,1.94,0.31,26.43,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,54.6247
13.07,2.0,3.27,1.4,0.19,16.47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,24.6973
41.14,3.0,4.14,1.71,0.17,46.78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,82.442
40.17,3.0,3.81,0.66,0.42,62.66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,56.6394
14.34,1.0,3.23,1.01,0.29,45.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.7837
25.87,3.0,2.65,1.35,0.29,25.61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,55.3348
18.69,3.0,4.9,1.79,0.17,79.41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,51.8548
5.49,4.0,2.39,0.62,0.49,58.39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,34.4049
45.95,4.0,3.12,0.61,0.29,61.96,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.1295
7.7,3.0,2.08,1.78,0.29,54.18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.1236
47.56,1.0,2.67,0.82,0.17,114.94,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61.209
22.85,3.0,4.34,1.22,0.23,29.69,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,45.4437
